apno,aptype,issued,value
REP17-9433792,REPAIR,2017-06-23T00:00:00.000,6000
REP18-9447182,REPAIR,2018-02-07T00:00:00.000,19200
REP17-9433889,REPAIR,2017-06-27T00:00:00.000,10875
REP17-9442247,REPAIR,2017-11-03T00:00:00.000,6000
REP18-9450892,REPAIR,2018-05-15T00:00:00.000,11000
REP18-9451697,REPAIR,2018-06-01T00:00:00.000,800
REP17-9437507,REPAIR,2017-08-29T00:00:00.000,21900
REP18-9461624,REPAIR,2018-09-17T00:00:00.000,13000
REP18-9449446,REPAIR,2018-04-10T00:00:00.000,5000
REP18-9451245,REPAIR,2018-05-23T00:00:00.000,10000
REP18-9459243,REPAIR,2018-08-16T00:00:00.000,500
REP17-9433746,REPAIR,2017-06-22T00:00:00.000,1000
REP17-9442595,REPAIR,2017-11-14T00:00:00.000,17580
REP18-9454674,REPAIR,2018-06-21T00:00:00.000,300
REP18-9460632,REPAIR,2018-08-28T00:00:00.000,1000
REP17-9432260,REPAIR,2017-05-12T00:00:00.000,20300
REP17-9438347,REPAIR,2017-09-19T00:00:00.000,2000
REP18-9449071,REPAIR,2018-03-29T00:00:00.000,4000
REP18-9458738,REPAIR,2018-08-06T00:00:00.000,1200
REP17-9442828,REPAIR,2017-11-17T00:00:00.000,1500
REP18-9456566,REPAIR,2018-07-12T00:00:00.000,9000
REP18-9463317,REPAIR,2018-10-08T00:00:00.000,15000
REP18-9450420,REPAIR,2018-05-03T00:00:00.000,5964
REP17-9435357,REPAIR,2017-08-02T00:00:00.000,5000
REP17-9441933,REPAIR,2017-10-26T00:00:00.000,6000
REP17-9437875,REPAIR,2017-09-07T00:00:00.000,16185
REP18-9455488,REPAIR,2018-07-11T00:00:00.000,1500
REP17-9435488,REPAIR,2017-08-04T00:00:00.000,4650
REP17-9434285,REPAIR,2017-07-07T00:00:00.000,2000
REP17-9442939,REPAIR,2017-11-21T00:00:00.000,4000
REP17-9433715,REPAIR,2017-06-21T00:00:00.000,5000
REP18-9458745,REPAIR,2018-08-06T00:00:00.000,4565
REP17-9438412,REPAIR,2017-09-20T00:00:00.000,2400
REP18-9455083,REPAIR,2018-07-02T00:00:00.000,11000
REP18-9463222,REPAIR,2018-09-28T00:00:00.000,10000
REP18-9461513,REPAIR,2018-09-14T00:00:00.000,1500
REP17-9435455,REPAIR,2017-08-03T00:00:00.000,3500
REP18-9462131,REPAIR,2018-09-26T00:00:00.000,19000
REP17-9432571,REPAIR,2017-05-22T00:00:00.000,6000
REP17-9432162,REPAIR,2017-05-10T00:00:00.000,2000
REP17-9433354,REPAIR,2017-06-13T00:00:00.000,2500
REP18-9461571,REPAIR,2018-09-17T00:00:00.000,5000
REP18-9458103,REPAIR,2018-07-24T00:00:00.000,3500
REP17-9435177,REPAIR,2017-07-28T00:00:00.000,450
REP18-9446950,REPAIR,2018-01-31T00:00:00.000,6150
REP17-9443194,REPAIR,2017-11-29T00:00:00.000,9700
REP18-9451709,REPAIR,2018-06-01T00:00:00.000,3000
REP17-9441544,REPAIR,2017-10-18T00:00:00.000,10000
REP17-9435004,REPAIR,2017-07-25T00:00:00.000,3000
REP17-9444382,REPAIR,2017-12-05T00:00:00.000,4700
REP17-9437625,REPAIR,2017-08-30T00:00:00.000,2000
REP17-9433203,REPAIR,2017-06-08T00:00:00.000,15200
REP18-9450582,REPAIR,2018-05-08T00:00:00.000,19640
REP18-9458350,REPAIR,2018-07-27T00:00:00.000,14800
REP18-9446632,REPAIR,2018-01-22T00:00:00.000,17000
REP18-9449077,REPAIR,2018-07-31T00:00:00.000,8000
REP17-9435830,REPAIR,2017-08-11T00:00:00.000,3000
REP17-9435431,REPAIR,2017-08-09T00:00:00.000,4150
REP17-9442302,REPAIR,2017-11-06T00:00:00.000,3900
REP18-9459042,REPAIR,2018-08-13T00:00:00.000,2500
REP17-9435500,REPAIR,2017-08-04T00:00:00.000,2000
REP17-9441897,REPAIR,2017-10-25T00:00:00.000,11200
REP18-9447936,REPAIR,2018-03-07T00:00:00.000,57950
REP17-9441339,REPAIR,2017-10-13T00:00:00.000,4000
REP17-9434283,REPAIR,2017-07-07T00:00:00.000,1400
REP18-9455061,REPAIR,2018-06-29T00:00:00.000,1300
REP18-9455226,REPAIR,2018-07-05T00:00:00.000,65000
REP18-9448192,REPAIR,2018-03-08T00:00:00.000,6500
REP18-9459130,REPAIR,2018-08-14T00:00:00.000,12000
REP18-9449484,REPAIR,2018-04-11T00:00:00.000,3000
REP17-9432374,REPAIR,2017-05-16T00:00:00.000,15000
REP17-9433782,REPAIR,2017-06-23T00:00:00.000,10740
REP18-9461149,REPAIR,2018-09-11T00:00:00.000,27974
REP17-9433845,REPAIR,2017-06-26T00:00:00.000,18700
REP17-9434873,REPAIR,2017-07-21T00:00:00.000,2500
REP17-9438397,REPAIR,2017-09-20T00:00:00.000,4000
REP17-9441293,REPAIR,2017-10-12T00:00:00.000,11800
REP17-9437649,REPAIR,2017-08-31T00:00:00.000,12016
REP18-9447417,REPAIR,2018-02-14T00:00:00.000,13050
REP18-9449689,REPAIR,2018-04-17T00:00:00.000,2800
REP17-9434016,REPAIR,2017-06-29T00:00:00.000,7850
REP18-9456915,REPAIR,2018-07-19T00:00:00.000,14800
REP17-9434319,REPAIR,2017-07-07T00:00:00.000,7650
REP18-9447676,REPAIR,2018-02-23T00:00:00.000,14000
REP17-9433048,REPAIR,2017-06-06T00:00:00.000,9800
REP18-9448842,REPAIR,2018-03-26T00:00:00.000,9150
REP18-9451139,REPAIR,2018-05-21T00:00:00.000,14150
REP17-9437756,REPAIR,2017-09-05T00:00:00.000,6500
REP17-9433600,REPAIR,2017-06-19T00:00:00.000,5800
REP17-9438389,REPAIR,2017-09-19T00:00:00.000,6600
REP17-9433748,REPAIR,2017-06-22T00:00:00.000,7250
REP17-9433025,REPAIR,2017-06-05T00:00:00.000,14540
REP17-9444577,REPAIR,2017-12-11T00:00:00.000,2500
REP18-9450053,REPAIR,2018-04-25T00:00:00.000,2000
REP18-9454789,REPAIR,2018-06-25T00:00:00.000,18000
REP17-9442345,REPAIR,2017-11-06T00:00:00.000,4000
REP18-9456556,REPAIR,2018-07-12T00:00:00.000,6000
SIGN18-9461783,SIGN,2018-09-24T00:00:00.000,1000
REP18-9459224,REPAIR,2018-08-16T00:00:00.000,15000
REP18-9458287,REPAIR,2018-07-26T00:00:00.000,4100
REP17-9440134,REPAIR,2017-10-06T00:00:00.000,12000
REP18-9447937,REPAIR,2018-03-01T00:00:00.000,5000
REP17-9438661,REPAIR,2017-09-26T00:00:00.000,13310
REP17-9438005,REPAIR,2017-09-11T00:00:00.000,20000
REP18-9455126,REPAIR,2018-07-02T00:00:00.000,12000
REP18-9461552,REPAIR,2018-09-25T00:00:00.000,26500
REP18-9452218,REPAIR,2018-06-11T00:00:00.000,12400
REP17-9432366,REPAIR,2017-05-17T00:00:00.000,1000
REP18-9447758,REPAIR,2018-02-26T00:00:00.000,6500
REP17-9438895,REPAIR,2017-10-02T00:00:00.000,20000
REP17-9444385,REPAIR,2017-12-05T00:00:00.000,26000
REP18-9464854,REPAIR,2018-10-15T00:00:00.000,34000
REP17-9438104,REPAIR,2017-09-12T00:00:00.000,7500
REP17-9441645,REPAIR,2017-10-20T00:00:00.000,19236
REP17-9435752,REPAIR,2017-10-04T00:00:00.000,5000
REP17-9437491,REPAIR,2017-08-29T00:00:00.000,15000
REP17-9435476,REPAIR,2017-08-04T00:00:00.000,5000
REP17-9438995,REPAIR,2017-10-04T00:00:00.000,6600
REP17-9433586,REPAIR,2017-06-19T00:00:00.000,24000
REP17-9442809,REPAIR,2017-11-17T00:00:00.000,15000
REP18-9455280,REPAIR,2018-07-06T00:00:00.000,18600
REP18-9463365,REPAIR,2018-10-03T00:00:00.000,2000
REP18-9461778,REPAIR,2018-09-20T00:00:00.000,2000
REP17-9433142,REPAIR,2017-06-07T00:00:00.000,2000
REP18-9450851,REPAIR,2018-05-25T00:00:00.000,141994
REP18-9464555,REPAIR,2018-10-09T00:00:00.000,18500
REP17-9437694,REPAIR,2017-09-01T00:00:00.000,1335
REP17-9441945,REPAIR,2017-10-26T00:00:00.000,17800
REP17-9435583,REPAIR,2017-08-08T00:00:00.000,12500
REP18-9456919,REPAIR,2018-07-19T00:00:00.000,6800
REP18-9463373,REPAIR,2018-10-03T00:00:00.000,17750
REP17-9433321,REPAIR,2017-07-18T00:00:00.000,1500
REP17-9440141,REPAIR,2017-10-06T00:00:00.000,4500
REP18-9453594,REPAIR,2018-06-20T00:00:00.000,4800
REP17-9432966,REPAIR,2017-06-01T00:00:00.000,7100
REP17-9432736,REPAIR,2017-05-26T00:00:00.000,13500
REP17-9441985,REPAIR,2017-11-08T00:00:00.000,14650
REP17-9444719,REPAIR,2017-12-15T00:00:00.000,14300
REP17-9442278,REPAIR,2017-11-06T00:00:00.000,6700
REP18-9447069,REPAIR,2018-02-02T00:00:00.000,4000
REP18-9458356,REPAIR,2018-07-27T00:00:00.000,9400
REP17-9435618,REPAIR,2017-08-08T00:00:00.000,19640
REP18-9458685,REPAIR,2018-08-06T00:00:00.000,18500
REP18-9456633,REPAIR,2018-08-25T00:00:00.000,4000
REP18-9449688,REPAIR,2018-04-17T00:00:00.000,15500
REP18-9461592,REPAIR,2018-09-17T00:00:00.000,16822
REP17-9438103,REPAIR,2017-10-10T00:00:00.000,150
REP17-9435181,REPAIR,2017-07-29T00:00:00.000,8000
REP18-9447872,REPAIR,2018-02-28T00:00:00.000,500
REP18-9458786,REPAIR,2018-08-07T00:00:00.000,300
REP18-9461500,REPAIR,2018-09-14T00:00:00.000,6700
212997,REPAIR,2014-08-12T00:00:00.000,25000
171216,REPAIR,2011-08-18T00:00:00.000,7900
170049,REPAIR,2011-07-27T00:00:00.000,2450
159494,REPAIR,2010-10-08T00:00:00.000,0
186078,REPAIR,2012-09-21T00:00:00.000,7300
164191,REPAIR,2011-02-11T00:00:00.000,40000
172651,REPAIR,2011-09-30T00:00:00.000,19750
171250,REPAIR,2011-08-18T00:00:00.000,13510
173115,REPAIR,2011-10-17T00:00:00.000,3700
169641,REPAIR,2011-07-14T00:00:00.000,17600
168098,REPAIR,2011-05-31T00:00:00.000,1500
171375,REPAIR,2011-08-23T00:00:00.000,13300
170816,REPAIR,2011-08-04T00:00:00.000,4500
183884,REPAIR,2012-08-02T00:00:00.000,7200
203520,REPAIR,2013-11-25T00:00:00.000,3000
168488,REPAIR,2011-06-14T00:00:00.000,800
187716,REPAIR,2012-10-30T00:00:00.000,12000
168775,REPAIR,2011-06-20T00:00:00.000,7325
173620,REPAIR,2011-10-31T00:00:00.000,16575
184078,REPAIR,2012-08-08T00:00:00.000,6000
172198,REPAIR,2011-09-20T00:00:00.000,4050
187963,REPAIR,2012-11-05T00:00:00.000,20000
183220,REPAIR,2012-07-11T00:00:00.000,11500
169642,REPAIR,2011-07-14T00:00:00.000,5215
191187,REPAIR,2013-02-14T00:00:00.000,8000
159488,REPAIR,2010-10-08T00:00:00.000,6089
173461,REPAIR,2011-10-26T00:00:00.000,1500
172786,REPAIR,2011-10-06T00:00:00.000,1800
174544,REPAIR,2011-11-23T00:00:00.000,6800
175187,REPAIR,2011-12-13T00:00:00.000,15000
185157,REPAIR,2012-09-17T00:00:00.000,15000
168014,REPAIR,2011-05-26T00:00:00.000,1000
169833,REPAIR,2011-07-20T00:00:00.000,1655
183459,REPAIR,2012-07-23T00:00:00.000,3135
169409,REPAIR,2011-07-08T00:00:00.000,13000
173240,REPAIR,2011-10-20T00:00:00.000,4000
183677,REPAIR,2012-07-26T00:00:00.000,28600
190836,REPAIR,2013-02-04T00:00:00.000,9000
179037,REPAIR,2012-04-03T00:00:00.000,550
171260,REPAIR,2011-08-19T00:00:00.000,1450
157572,REPAIR,2010-08-20T00:00:00.000,800
173689,REPAIR,2011-11-02T00:00:00.000,5000
173596,REPAIR,2011-10-28T00:00:00.000,6800
177058,REPAIR,2012-02-10T00:00:00.000,32000
186329,REPAIR,2012-09-26T00:00:00.000,6000
190283,REPAIR,2013-01-14T00:00:00.000,10520
173100,REPAIR,2011-10-18T00:00:00.000,1500
169492,REPAIR,2011-07-11T00:00:00.000,3600
170933,REPAIR,2011-08-09T00:00:00.000,7800
198059,REPAIR,2013-07-22T00:00:00.000,5000
182962,REPAIR,2012-07-02T00:00:00.000,8968
190860,REPAIR,2013-02-05T00:00:00.000,1800
170020,REPAIR,2011-07-26T00:00:00.000,10800
177883,REPAIR,2012-03-07T00:00:00.000,13600
186475,REPAIR,2012-09-27T00:00:00.000,4000
176333,REPAIR,2012-01-25T00:00:00.000,25000
189609,REPAIR,2012-12-17T00:00:00.000,11000
183463,REPAIR,2012-07-20T00:00:00.000,28375
175570,REPAIR,2011-12-27T00:00:00.000,9950
199066,REPAIR,2013-08-21T00:00:00.000,6500
192253,REPAIR,2013-03-26T00:00:00.000,2000
182875,REPAIR,2012-06-27T00:00:00.000,5000
168907,REPAIR,2011-06-23T00:00:00.000,1000
182141,REPAIR,2012-06-15T00:00:00.000,14400
202796,REPAIR,2013-11-25T00:00:00.000,3000
206029,REPAIR,2014-02-24T00:00:00.000,14250
166806,REPAIR,2011-04-21T00:00:00.000,3000
174021,REPAIR,2011-11-09T00:00:00.000,12775
197915,REPAIR,2013-07-16T00:00:00.000,700
170192,REPAIR,2011-08-01T00:00:00.000,10425
172353,REPAIR,2011-09-26T00:00:00.000,13000
197938,REPAIR,2013-07-17T00:00:00.000,19700
187624,REPAIR,2012-10-26T00:00:00.000,29665
175635,REPAIR,2011-12-29T00:00:00.000,11900
175122,REPAIR,2011-12-12T00:00:00.000,1700
159057,REPAIR,2010-09-28T00:00:00.000,2140
171027,REPAIR,2011-08-11T00:00:00.000,9000
182883,REPAIR,2012-06-27T00:00:00.000,5500
197580,REPAIR,2013-07-07T00:00:00.000,15000
187689,REPAIR,2012-11-05T00:00:00.000,6000
186063,USE,2012-09-21T00:00:00.000,50
181218,REPAIR,2012-06-01T00:00:00.000,3000
187677,REPAIR,2012-10-29T00:00:00.000,3500
193171,REPAIR,2013-04-25T00:00:00.000,20000
171248,REPAIR,2011-08-18T00:00:00.000,11472
183899,REPAIR,2012-08-08T00:00:00.000,16540
172882,REPAIR,2011-10-11T00:00:00.000,7650
188503,REPAIR,2013-04-26T00:00:00.000,5000
183766,REPAIR,2012-07-31T00:00:00.000,13700
174632,REPAIR,2011-12-01T00:00:00.000,9000
175364,REPAIR,2011-12-19T00:00:00.000,15020
206363,REPAIR,2014-03-10T00:00:00.000,6500
178394,REPAIR,2012-03-19T00:00:00.000,3950
170944,REPAIR,2011-08-10T00:00:00.000,7352
165264,REPAIR,2011-03-07T00:00:00.000,9800
172088,REPAIR,2011-09-15T00:00:00.000,6000
171203,REPAIR,2011-08-18T00:00:00.000,11325
171333,REPAIR,2011-08-23T00:00:00.000,1678
206307,REPAIR,2014-03-06T00:00:00.000,17600
170766,REPAIR,2011-08-03T00:00:00.000,10820
171713,REPAIR,2011-09-02T00:00:00.000,0
170788,REPAIR,2011-08-03T00:00:00.000,6475
168510,REPAIR,2011-06-14T00:00:00.000,2250
174501,REPAIR,2011-11-22T00:00:00.000,1867
182945,REPAIR,2012-06-29T00:00:00.000,8000
173347,REPAIR,2011-10-24T00:00:00.000,4000
170745,REPAIR,2011-08-03T00:00:00.000,13000
169480,REPAIR,2011-07-11T00:00:00.000,5600
158123,REPAIR,2010-09-08T00:00:00.000,8850
178425,REPAIR,2012-03-21T00:00:00.000,20000
170916,REPAIR,2011-08-09T00:00:00.000,2400
171395,REPAIR,2011-08-23T00:00:00.000,12960
171095,REPAIR,2011-08-15T00:00:00.000,7950
159213,REPAIR,2010-09-30T00:00:00.000,6100
197036,REPAIR,2013-06-20T00:00:00.000,20000
173245,REPAIR,2011-10-24T00:00:00.000,19500
169707,REPAIR,2011-07-15T00:00:00.000,9150
198746,REPAIR,2013-08-09T00:00:00.000,2500
170193,REPAIR,2011-08-01T00:00:00.000,11100
201560,REPAIR,2013-10-18T00:00:00.000,500
173225,REPAIR,2011-10-20T00:00:00.000,3670
166130,REPAIR,2011-04-01T00:00:00.000,9800
175893,REPAIR,2012-01-09T00:00:00.000,4575
186236,REPAIR,2012-09-26T00:00:00.000,10000
186481,REPAIR,2012-09-28T00:00:00.000,31170
149857,REPAIR,2010-01-22T00:00:00.000,6950
183050,REPAIR,2012-07-03T00:00:00.000,5500
173737,REPAIR,2011-11-02T00:00:00.000,7800
174604,REPAIR,2011-11-28T00:00:00.000,1500
187907,REPAIR,2012-11-03T00:00:00.000,15000
185818,REPAIR,2012-09-19T00:00:00.000,15600
198630,REPAIR,2013-08-08T00:00:00.000,3000
171508,REPAIR,2011-08-26T00:00:00.000,4500
160520,REPAIR,2010-10-20T00:00:00.000,2000
182926,REPAIR,2012-06-28T00:00:00.000,3000
171861,REPAIR,2011-09-09T00:00:00.000,12308
186659,PARKINGLOT,2012-10-01T00:00:00.000,41932
160270,REPAIR,2010-10-14T00:00:00.000,4000
185158,REPAIR,2012-09-10T00:00:00.000,10275
170767,REPAIR,2011-08-03T00:00:00.000,19900
175013,REPAIR,2011-12-09T00:00:00.000,9000
187775,REPAIR,2012-10-31T00:00:00.000,7800
174756,REPAIR,2011-12-02T00:00:00.000,975
171790,REPAIR,2011-09-08T00:00:00.000,10800
174076,REPAIR,2011-11-14T00:00:00.000,9500
191463,REPAIR,2013-02-27T00:00:00.000,9000
174402,REPAIR,2011-11-21T00:00:00.000,200
171892,REPAIR,2011-09-12T00:00:00.000,2237
REP16-9418088,REPAIR,2016-06-03T00:00:00.000,19215
208833,REPAIR,2014-05-06T00:00:00.000,8700
223115,REPAIR,2015-05-19T00:00:00.000,12500
REP16-9417025,REPAIR,2016-05-05T00:00:00.000,4000
REP16-9415919,REPAIR,2016-04-07T00:00:00.000,6800
REP16-9419530,REPAIR,2016-07-14T00:00:00.000,9000
222508,REPAIR,2015-05-06T00:00:00.000,1000
223852,REPAIR,2015-06-03T00:00:00.000,8000
207240,REPAIR,2014-03-26T00:00:00.000,7000
222323,REPAIR,2015-05-04T00:00:00.000,5000
212043,REPAIR,2014-09-03T00:00:00.000,22100
225550,REPAIR,2015-07-15T00:00:00.000,2500
REP16-9417239,REPAIR,2016-05-11T00:00:00.000,14000
226298,REPAIR,2015-08-04T00:00:00.000,15600
215245,REPAIR,2014-10-06T00:00:00.000,16000
REP16-9418069,REPAIR,2016-06-02T00:00:00.000,11000
218043,REPAIR,2014-12-31T00:00:00.000,2522
215365,REPAIR,2014-10-08T00:00:00.000,11000
REP16-9416531,REPAIR,2016-04-25T00:00:00.000,67300
REP16-9417450,REPAIR,2016-05-17T00:00:00.000,13500
223283,REPAIR,2015-05-29T00:00:00.000,10400
207235,REPAIR,2014-03-26T00:00:00.000,2000
220102,REPAIR,2015-03-10T00:00:00.000,2000
222281,REPAIR,2015-05-01T00:00:00.000,300
REP16-9419594,REPAIR,2016-07-15T00:00:00.000,12500
220718,REPAIR,2015-03-30T00:00:00.000,1200
REP16-9415558,REPAIR,2016-04-01T00:00:00.000,3000
81007,REPAIR,2012-02-13T00:00:00.000,218511
215801,REPAIR,2014-10-22T00:00:00.000,3000
REP16-9417575,REPAIR,2016-06-01T00:00:00.000,500
REP16-9418340,REPAIR,2016-06-10T00:00:00.000,15500
231368,REPAIR,2015-12-18T00:00:00.000,19200
REP16-9417042,REPAIR,2016-05-05T00:00:00.000,4000
REP16-9416530,REPAIR,2016-04-25T00:00:00.000,67300
223350,REPAIR,2015-05-26T00:00:00.000,2975
REP16-9416795,REPAIR,2016-05-20T00:00:00.000,26085
REP16-9420360,REPAIR,2016-08-08T00:00:00.000,6500
217890,REPAIR,2014-12-22T00:00:00.000,2500
REP16-9418383,REPAIR,2016-06-13T00:00:00.000,450
REP16-9416973,REPAIR,2016-05-04T00:00:00.000,2500
222175,REPAIR,2015-05-12T00:00:00.000,1500
212484,REPAIR,2014-07-31T00:00:00.000,1400
REP16-9419837,REPAIR,2016-07-22T00:00:00.000,2500
REP16-9417097,REPAIR,2016-05-09T00:00:00.000,18000
209369,REPAIR,2014-05-16T00:00:00.000,1550
REP16-9419906,REPAIR,2016-07-26T00:00:00.000,5000
225052,REPAIR,2015-07-01T00:00:00.000,34203
212617,REPAIR,2014-08-06T00:00:00.000,19500
REP16-9416536,REPAIR,2016-04-25T00:00:00.000,67300
REP16-9419447,REPAIR,2016-07-13T00:00:00.000,26000
211969,REPAIR,2014-07-18T00:00:00.000,34875
REP16-9418138,REPAIR,2016-06-07T00:00:00.000,7047
229285,REPAIR,2015-10-20T00:00:00.000,5800
REP16-9419661,REPAIR,2016-07-19T00:00:00.000,14000
REP16-9418846,REPAIR,2016-06-24T00:00:00.000,19200
226140,REPAIR,2015-07-30T00:00:00.000,10000
225190,REPAIR,2015-07-06T00:00:00.000,2500
REP16-9417098,REPAIR,2016-05-09T00:00:00.000,17500
220084,REPAIR,2015-03-10T00:00:00.000,7800
REP16-9415754,REPAIR,2016-04-05T00:00:00.000,3500
210679,REPAIR,2014-07-16T00:00:00.000,0
209194,REPAIR,2014-05-12T00:00:00.000,7300
REP16-9417761,REPAIR,2016-05-24T00:00:00.000,18000
222041,REPAIR,2015-05-04T00:00:00.000,22512
REP16-9417571,REPAIR,2016-05-19T00:00:00.000,6000
211215,REPAIR,2014-07-02T00:00:00.000,11750
REP16-9418519,REPAIR,2016-06-16T00:00:00.000,10450
REP16-9415459,REPAIR,2016-03-28T00:00:00.000,19550
215444,REPAIR,2014-10-10T00:00:00.000,1000
REP16-9419882,REPAIR,2016-07-25T00:00:00.000,7500
222178,REPAIR,2015-05-12T00:00:00.000,1500
222364,REPAIR,2015-05-05T00:00:00.000,10000
REP16-9417724,REPAIR,2016-05-24T00:00:00.000,18500
REP16-9420220,REPAIR,2016-08-03T00:00:00.000,9200
REP16-9415731,REPAIR,2016-04-04T00:00:00.000,15575
REP16-9420135,REPAIR,2016-08-01T00:00:00.000,18560
231372,REPAIR,2015-12-18T00:00:00.000,14500
REP16-9415684,REPAIR,2016-04-01T00:00:00.000,11306
REP16-9417682,REPAIR,2016-05-23T00:00:00.000,18000
REP16-9416910,REPAIR,2016-05-03T00:00:00.000,15000
227501,REPAIR,2015-09-04T00:00:00.000,3300
REP16-9420294,REPAIR,2016-08-05T00:00:00.000,4300
184180,REPAIR,2012-08-14T00:00:00.000,20000
183399,REPAIR,2012-07-18T00:00:00.000,1000
186462,REPAIR,2012-09-27T00:00:00.000,11850
179711,REPAIR,2012-04-16T00:00:00.000,15000
179739,REPAIR,2012-04-16T00:00:00.000,2873.4
183990,REPAIR,2012-08-07T00:00:00.000,15500
187891,REPAIR,2012-11-02T00:00:00.000,13750
183995,REPAIR,2012-08-06T00:00:00.000,20000
183471,REPAIR,2012-07-23T00:00:00.000,10285
180651,REPAIR,2012-05-14T00:00:00.000,19600
180008,REPAIR,2012-04-24T00:00:00.000,19915
186413,REPAIR,2012-10-02T00:00:00.000,30000
184039,REPAIR,2012-08-07T00:00:00.000,4000
187916,REPAIR,2012-11-05T00:00:00.000,15400
164770,REPAIR,2011-02-16T00:00:00.000,9000
184187,REPAIR,2012-08-14T00:00:00.000,12500
183611,REPAIR,2012-07-25T00:00:00.000,35000
183894,REPAIR,2012-08-02T00:00:00.000,20000
USE19-9486414,USE,2019-10-15T00:00:00.000,5000
REP19-9498783,REPAIR,2019-11-04T00:00:00.000,23000
REP19-9498266,REPAIR,2019-10-22T00:00:00.000,4000
REP19-9494894,REPAIR,2019-09-30T00:00:00.000,10175
GC19-9486301,GC,2019-10-03T00:00:00.000,40000
REP19-9487276,REPAIR,2019-09-10T00:00:00.000,11500
REP19-9487090,REPAIR,2019-09-05T00:00:00.000,33000
REP19-9485787,REPAIR,2019-08-07T00:00:00.000,19000
GC19-9477206,GC,2019-07-26T00:00:00.000,188435
GC19-9471432,GC,2019-06-05T00:00:00.000,70000
GC19-9475514,GC,2019-05-29T00:00:00.000,55000
GC19-9475435,GC,2019-05-16T00:00:00.000,39000
USE19-9476716,USE,2019-05-14T00:00:00.000,0
REP19-9476689,REPAIR,2019-05-13T00:00:00.000,900
REP19-9476129,REPAIR,2019-05-01T00:00:00.000,1800
GC19-9471314,GC,2019-04-22T00:00:00.000,700000
SIGN19-9470946,SIGN,2019-02-08T00:00:00.000,7000
GC18-9462053,GC,2019-01-15T00:00:00.000,30000000
REP18-9468740,REPAIR,2018-12-21T00:00:00.000,3000
REP18-9466888,REPAIR,2018-12-05T00:00:00.000,1500
REP18-9466702,REPAIR,2018-11-26T00:00:00.000,6000
REP18-9465675,REPAIR,2018-10-31T00:00:00.000,10000
GC18-9460785,GC,2018-10-23T00:00:00.000,122500
197667,GC,2014-06-18T00:00:00.000,25000
187683,REPAIR,2012-10-29T00:00:00.000,8950
204266,REPAIR,2013-12-20T00:00:00.000,300
183122,REPAIR,2012-07-09T00:00:00.000,19500
202207,TEAROUT,2013-10-25T00:00:00.000,20000
154359,GC,2014-10-14T00:00:00.000,3200000
204427,REPAIR,2014-01-03T00:00:00.000,10000
203664,REPAIR,2013-12-02T00:00:00.000,19500
189796,GC,2013-07-09T00:00:00.000,100000
186721,REPAIR,2012-10-03T00:00:00.000,47212.96
169849,REPAIR,2011-07-20T00:00:00.000,5000
186880,REPAIR,2012-10-05T00:00:00.000,10060
198903,GC,2016-06-01T00:00:00.000,6000000
185470,REPAIR,2012-09-17T00:00:00.000,1500
232247,REPAIR,2016-01-20T00:00:00.000,10000
REP16-9417779,REPAIR,2016-05-25T00:00:00.000,15000
GC18-9459112,GC,2018-10-02T00:00:00.000,200000
GC16-9421227,GC,2017-03-29T00:00:00.000,8150000
GC17-9435859,GC,2017-09-21T00:00:00.000,50000
REP16-9419698,REPAIR,2016-07-19T00:00:00.000,1000
REP16-9419739,REPAIR,2016-07-20T00:00:00.000,9800
220106,GC,2015-04-14T00:00:00.000,200000
GC17-9441450,GC,2017-11-09T00:00:00.000,356212
GC17-9429934,GC,2017-05-30T00:00:00.000,500000
REP16-9416472,REPAIR,2016-04-21T00:00:00.000,75000
218616,GC,2015-04-29T00:00:00.000,90000
GC16-9425519,GC,2017-03-20T00:00:00.000,300000
GC16-9421071,GC,2016-09-15T00:00:00.000,40000
GC16-9425072,GC,2017-01-03T00:00:00.000,9000
GC16-9422058,GC,2017-12-05T00:00:00.000,7000000
221804,REPAIR,2015-04-20T00:00:00.000,500
FEND17-9438905,FENDRIVE,2017-10-11T00:00:00.000,3260
GC16-9416717,GC,2017-11-21T00:00:00.000,10000
232891,REPAIR,2016-02-11T00:00:00.000,25000
PRKLT17-9433491,PARKINGLOT,2017-06-21T00:00:00.000,11000
232911,REPAIR,2016-02-11T00:00:00.000,10000
REP16-9416271,REPAIR,2016-04-18T00:00:00.000,1100
229356,GC,2016-03-30T00:00:00.000,30495000
233330,GC,2016-03-30T00:00:00.000,88000
REP16-9416985,REPAIR,2016-05-04T00:00:00.000,22500
REP17-9429476,REPAIR,2017-04-06T00:00:00.000,30100
GC18-9446498,GC,2018-02-21T00:00:00.000,25000
REP16-9415866,REPAIR,2016-04-07T00:00:00.000,16000
REP16-9419018,REPAIR,2016-06-29T00:00:00.000,350
REP17-9431649,REPAIR,2017-04-28T00:00:00.000,3700
214247,USE,2017-09-27T00:00:00.000,10000
218614,GC,2015-04-29T00:00:00.000,90000
225633,REPAIR,2015-07-16T00:00:00.000,2500
REP16-9425007,REPAIR,2016-12-06T00:00:00.000,6068
210487,REPAIR,2014-06-18T00:00:00.000,71000
215313,GC,2015-09-03T00:00:00.000,150000
REP17-9427068,REPAIR,2017-02-14T00:00:00.000,110000
210346,GC,2014-07-21T00:00:00.000,90000
REP16-9418815,REPAIR,2016-06-24T00:00:00.000,120000
211355,SIGN,2014-07-23T00:00:00.000,2675
