apno,aptype,issued,value
ELEC17-9438354,ELECTRICAL,2017-09-21T00:00:00.000,2200
ELEC17-9435457,ELECTRICAL,2017-08-03T00:00:00.000,1700
ELEC16-9416801,ELECTRICAL,2016-04-29T00:00:00.000,1000
ELEC16-9416124,ELECTRICAL,2016-04-13T00:00:00.000,1
ELEC16-9424774,ELECTRICAL,2016-11-29T00:00:00.000,1000
ELEC16-9421908,ELECTRICAL,2016-11-18T00:00:00.000,1500
ELEC17-9431671,ELECTRICAL,2017-05-01T00:00:00.000,1
ELEC17-9427280,ELECTRICAL,2017-02-22T00:00:00.000,2400
ELEC16-9417880,ELECTRICAL,2016-05-26T00:00:00.000,53000
ELEC16-9417250,ELECTRICAL,2016-05-12T00:00:00.000,1
ELEC17-9441670,ELECTRICAL,2017-10-20T00:00:00.000,200
ELEC17-9431454,ELECTRICAL,2017-04-24T00:00:00.000,3000
ELEC17-9443069,ELECTRICAL,2017-11-27T00:00:00.000,725
ELEC17-9442910,ELECTRICAL,2017-11-21T00:00:00.000,1
ELEC17-9432139,ELECTRICAL,2017-05-10T00:00:00.000,800
ELEC17-9434418,ELECTRICAL,2017-07-11T00:00:00.000,1000
ELEC16-9416989,ELECTRICAL,2016-05-05T00:00:00.000,1000
ELEC18-9450032,ELECTRICAL,2018-04-25T00:00:00.000,1100
ELEC17-9437634,ELECTRICAL,2017-08-31T00:00:00.000,2800
ELEC17-9426695,ELECTRICAL,2017-02-02T00:00:00.000,150
ELEC16-9423674,ELECTRICAL,2016-11-01T00:00:00.000,1000
ELEC16-9423269,ELECTRICAL,2016-10-19T00:00:00.000,240
ELEC17-9428007,ELECTRICAL,2017-03-15T00:00:00.000,1550
ELEC17-9437737,ELECTRICAL,2017-09-05T00:00:00.000,500
ELEC16-9424864,ELECTRICAL,2016-12-05T00:00:00.000,2000
ELEC17-9437156,ELECTRICAL,2017-08-21T00:00:00.000,1
ELEC17-9444616,ELECTRICAL,2017-12-12T00:00:00.000,1500
ELEC16-9424171,ELECTRICAL,2016-11-14T00:00:00.000,17100
ELEC17-9441994,ELECTRICAL,2017-10-30T00:00:00.000,2300
ELEC16-9421939,ELECTRICAL,2016-09-19T00:00:00.000,9400
ELEC16-9419466,ELECTRICAL,2016-07-13T00:00:00.000,1500
ELEC16-9424434,ELECTRICAL,2016-11-16T00:00:00.000,900
ELEC17-9442221,ELECTRICAL,2017-11-03T00:00:00.000,150
ELEC16-9425071,ELECTRICAL,2016-12-07T00:00:00.000,1200
ELEC17-9432326,ELECTRICAL,2017-05-15T00:00:00.000,1500
ELEC16-9424558,ELECTRICAL,2016-11-21T00:00:00.000,2600
ELEC17-9425788,ELECTRICAL,2017-01-03T00:00:00.000,2100
ELEC16-9422826,ELECTRICAL,2016-10-07T00:00:00.000,2577
ELEC17-9433790,ELECTRICAL,2017-06-23T00:00:00.000,1500
ELEC17-9430389,ELECTRICAL,2017-04-21T00:00:00.000,2000
ELEC16-9419009,ELECTRICAL,2016-06-28T00:00:00.000,1700
ELEC16-9421571,ELECTRICAL,2016-09-08T00:00:00.000,1
ELEC16-9415653,ELECTRICAL,2016-03-31T00:00:00.000,2000
ELEC17-9442218,ELECTRICAL,2017-11-03T00:00:00.000,800
ELEC16-9423431,ELECTRICAL,2016-10-26T00:00:00.000,3000
ELEC17-9431914,ELECTRICAL,2017-05-19T00:00:00.000,2000
ELEC16-9422465,ELECTRICAL,2016-10-03T00:00:00.000,1000
ELEC17-9438868,ELECTRICAL,2017-10-02T00:00:00.000,3000
ELEC17-9433513,ELECTRICAL,2017-06-15T00:00:00.000,1100
ELEC17-9442614,ELECTRICAL,2017-11-14T00:00:00.000,500
ELEC16-9425560,ELECTRICAL,2016-12-22T00:00:00.000,500
ELEC16-9421123,ELECTRICAL,2016-08-26T00:00:00.000,30000
ELEC17-9430371,ELECTRICAL,2017-04-21T00:00:00.000,3600
ELEC17-9428264,ELECTRICAL,2017-03-22T00:00:00.000,1500
ELEC17-9433435,ELECTRICAL,2017-06-14T00:00:00.000,1000
ELEC18-9450868,ELECTRICAL,2018-05-16T00:00:00.000,1000
ELEC17-9438589,ELECTRICAL,2017-09-25T00:00:00.000,1000
ELEC17-9426174,ELECTRICAL,2017-01-17T00:00:00.000,2800
ELEC17-9437859,ELECTRICAL,2017-09-08T00:00:00.000,1
234199,ELECTRICAL,2016-03-30T00:00:00.000,1
ELEC16-9417515,ELECTRICAL,2016-05-20T00:00:00.000,5000
ELEC17-9432241,ELECTRICAL,2017-05-12T00:00:00.000,1500
ELEC18-9450190,ELECTRICAL,2018-05-04T00:00:00.000,2400
ELEC16-9418122,ELECTRICAL,2016-06-06T00:00:00.000,5000
ELEC17-9441836,ELECTRICAL,2017-10-24T00:00:00.000,2750
ELEC18-9450099,ELECTRICAL,2018-04-26T00:00:00.000,1500
ELEC16-9422270,ELECTRICAL,2016-09-27T00:00:00.000,1600
ELEC17-9441742,ELECTRICAL,2017-10-23T00:00:00.000,1100
ELEC16-9422114,ELECTRICAL,2016-09-22T00:00:00.000,1500
ELEC16-9416826,ELECTRICAL,2016-05-02T00:00:00.000,600
ELEC16-9418763,ELECTRICAL,2016-06-23T00:00:00.000,1400
ELEC17-9430308,ELECTRICAL,2017-04-20T00:00:00.000,200
ELEC17-9427832,ELECTRICAL,2017-03-08T00:00:00.000,275
ELEC16-9424485,ELECTRICAL,2016-11-17T00:00:00.000,2500
ELEC17-9434325,ELECTRICAL,2017-07-07T00:00:00.000,1250
ELEC17-9442985,ELECTRICAL,2017-11-22T00:00:00.000,300
ELEC17-9431578,ELECTRICAL,2017-04-26T00:00:00.000,2600
ELEC18-9449867,ELECTRICAL,2018-04-23T00:00:00.000,1
ELEC17-9427288,ELECTRICAL,2017-02-22T00:00:00.000,350
ELEC18-9448757,ELECTRICAL,2018-03-23T00:00:00.000,100
ELEC17-9437672,ELECTRICAL,2018-05-04T00:00:00.000,1
ELEC16-9422635,ELECTRICAL,2016-10-04T00:00:00.000,200
ELEC18-9447906,ELECTRICAL,2018-02-28T00:00:00.000,3800
ELEC16-9422865,ELECTRICAL,2016-10-10T00:00:00.000,4400
ELEC16-9419147,ELECTRICAL,2016-07-05T00:00:00.000,2000
ELEC17-9433403,ELECTRICAL,2017-06-15T00:00:00.000,1
ELEC18-9447220,ELECTRICAL,2018-02-08T00:00:00.000,630
ELEC17-9433111,ELECTRICAL,2017-06-06T00:00:00.000,1500
ELEC17-9435015,ELECTRICAL,2017-07-26T00:00:00.000,1300
ELEC17-9435036,ELECTRICAL,2017-07-26T00:00:00.000,1500
ELEC17-9440055,ELECTRICAL,2017-10-05T00:00:00.000,5000
ELEC17-9427962,ELECTRICAL,2017-03-14T00:00:00.000,1200
ELEC16-9420485,ELECTRICAL,2016-08-11T00:00:00.000,800
ELEC16-9423411,ELECTRICAL,2016-10-24T00:00:00.000,1000
ELEC16-9423216,ELECTRICAL,2016-10-18T00:00:00.000,1500
ELEC18-9449417,ELECTRICAL,2018-04-10T00:00:00.000,1
ELEC16-9415781,ELECTRICAL,2016-04-05T00:00:00.000,1200
ELEC17-9445080,ELECTRICAL,2017-12-28T00:00:00.000,2000
ELEC16-9424355,ELECTRICAL,2016-11-16T00:00:00.000,200
ELEC16-9418321,ELECTRICAL,2016-06-09T00:00:00.000,100
ELEC16-9421708,ELECTRICAL,2016-09-13T00:00:00.000,4000
ELEC18-9448185,ELECTRICAL,2018-03-07T00:00:00.000,1100
ELEC17-9444843,ELECTRICAL,2017-12-20T00:00:00.000,1500
ELEC16-9417009,ELECTRICAL,2016-05-05T00:00:00.000,9968
ELEC17-9442153,ELECTRICAL,2017-11-01T00:00:00.000,240
ELEC18-9447808,ELECTRICAL,2018-02-27T00:00:00.000,250
ELEC16-9423213,ELECTRICAL,2016-10-18T00:00:00.000,1
ELEC17-9441691,ELECTRICAL,2017-10-23T00:00:00.000,18000
ELEC17-9442525,ELECTRICAL,2017-11-13T00:00:00.000,1
ELEC17-9427101,ELECTRICAL,2017-02-15T00:00:00.000,600
ELEC16-9423756,ELECTRICAL,2016-11-01T00:00:00.000,1000
ELEC17-9443051,ELECTRICAL,2017-11-27T00:00:00.000,1800
ELEC16-9420236,ELECTRICAL,2016-08-03T00:00:00.000,2500
ELEC17-9433003,ELECTRICAL,2017-06-03T00:00:00.000,300
ELEC16-9416636,ELECTRICAL,2016-04-26T00:00:00.000,1
ELEC16-9417345,ELECTRICAL,2016-05-13T00:00:00.000,1
ELEC17-9434903,ELECTRICAL,2017-07-25T00:00:00.000,1
ELEC16-9415663,ELECTRICAL,2016-03-31T00:00:00.000,2695
ELEC16-9419768,ELECTRICAL,2016-07-21T00:00:00.000,1
ELEC18-9447268,ELECTRICAL,2018-02-09T00:00:00.000,2000
ELEC17-9443027,ELECTRICAL,2017-11-27T00:00:00.000,200
ELEC17-9427713,ELECTRICAL,2017-03-06T00:00:00.000,1500
ELEC16-9422567,ELECTRICAL,2016-10-04T00:00:00.000,2000
ELEC17-9433867,ELECTRICAL,2017-06-29T00:00:00.000,2500
ELEC17-9429900,ELECTRICAL,2017-04-07T00:00:00.000,1000
ELEC16-9425180,ELECTRICAL,2016-12-12T00:00:00.000,4000
ELEC17-9433801,ELECTRICAL,2017-06-25T00:00:00.000,1400
ELEC16-9420293,ELECTRICAL,2016-08-04T00:00:00.000,1600
ELEC18-9449304,ELECTRICAL,2018-04-06T00:00:00.000,7500
ELEC17-9435807,ELECTRICAL,2017-08-11T00:00:00.000,2000
ELEC17-9427477,ELECTRICAL,2017-02-28T00:00:00.000,3600
ELEC17-9426034,ELECTRICAL,2017-01-11T00:00:00.000,1800
ELEC17-9444975,ELECTRICAL,2017-12-22T00:00:00.000,1500
ELEC18-9448691,ELECTRICAL,2018-03-21T00:00:00.000,9000
ELEC16-9418766,ELECTRICAL,2016-06-23T00:00:00.000,1795
ELEC17-9426590,ELECTRICAL,2017-01-31T00:00:00.000,2400
ELEC17-9438473,ELECTRICAL,2017-09-21T00:00:00.000,900
ELEC16-9419706,ELECTRICAL,2016-07-19T00:00:00.000,1500
ELEC16-9425734,ELECTRICAL,2017-01-04T00:00:00.000,1500
ELEC18-9446443,ELECTRICAL,2018-01-15T00:00:00.000,833
ELEC18-9447303,ELECTRICAL,2018-02-12T00:00:00.000,1
ELEC17-9435651,ELECTRICAL,2017-08-09T00:00:00.000,2000
ELEC17-9432920,ELECTRICAL,2017-06-01T00:00:00.000,1000
ELEC16-9419008,ELECTRICAL,2016-06-28T00:00:00.000,1
ELEC17-9428355,ELECTRICAL,2017-03-24T00:00:00.000,1500
ELEC18-9448906,ELECTRICAL,2018-03-27T00:00:00.000,1500
ELEC17-9428306,ELECTRICAL,2017-03-23T00:00:00.000,450
ELEC17-9426880,ELECTRICAL,2017-02-09T00:00:00.000,2000
ELEC16-9420352,ELECTRICAL,2016-08-08T00:00:00.000,500
ELEC17-9442960,ELECTRICAL,2017-11-21T00:00:00.000,1
228668,ELECTRICAL,2016-06-01T00:00:00.000,800
ELEC17-9432242,ELECTRICAL,2017-05-12T00:00:00.000,2000
ELEC18-9448515,ELECTRICAL,2018-03-16T00:00:00.000,4000
ELEC16-9415696,ELECTRICAL,2016-04-04T00:00:00.000,1
ELEC16-9424489,ELECTRICAL,2016-11-18T00:00:00.000,3000
ELEC17-9435766,ELECTRICAL,2017-08-10T00:00:00.000,200
ELEC18-9446623,ELECTRICAL,2018-01-25T00:00:00.000,250
ELEC16-9425483,ELECTRICAL,2016-12-20T00:00:00.000,22000
ELEC17-9426181,ELECTRICAL,2017-01-17T00:00:00.000,800
ELEC18-9447202,ELECTRICAL,2018-02-07T00:00:00.000,1500
ELEC18-9448667,ELECTRICAL,2018-03-21T00:00:00.000,2000
ELEC17-9444916,ELECTRICAL,2017-12-21T00:00:00.000,250
ELEC18-9447930,ELECTRICAL,2018-03-01T00:00:00.000,1000
ELEC16-9419657,ELECTRICAL,2016-07-28T00:00:00.000,200
ELEC18-9449234,ELECTRICAL,2018-04-04T00:00:00.000,300
ELEC16-9418046,ELECTRICAL,2016-06-02T00:00:00.000,1
ELEC17-9434008,ELECTRICAL,2017-06-29T00:00:00.000,1500
ELEC17-9427310,ELECTRICAL,2017-02-23T00:00:00.000,1
ELEC17-9445093,ELECTRICAL,2017-12-29T00:00:00.000,1
ELEC18-9447141,ELECTRICAL,2018-02-06T00:00:00.000,5000
ELEC16-9415755,ELECTRICAL,2016-04-07T00:00:00.000,1
ELEC17-9432824,ELECTRICAL,2017-05-31T00:00:00.000,14000
ELEC18-9448466,ELECTRICAL,2018-03-16T00:00:00.000,200
ELEC17-9427538,ELECTRICAL,2017-03-01T00:00:00.000,75000
ELEC17-9443196,ELECTRICAL,2017-11-29T00:00:00.000,2800
ELEC16-9423345,ELECTRICAL,2016-10-21T00:00:00.000,463741
ELEC17-9435955,ELECTRICAL,2017-08-16T00:00:00.000,2000
ELEC17-9442718,ELECTRICAL,2017-11-16T00:00:00.000,1500
ELEC17-9437247,ELECTRICAL,2017-08-23T00:00:00.000,1
ELEC17-9441995,ELECTRICAL,2017-10-30T00:00:00.000,100
ELEC16-9420248,ELECTRICAL,2016-08-03T00:00:00.000,3000
ELEC16-9425438,ELECTRICAL,2016-12-16T00:00:00.000,2150
ELEC17-9438936,ELECTRICAL,2017-10-03T00:00:00.000,500
ELEC16-9419566,ELECTRICAL,2016-07-15T00:00:00.000,10000
ELEC17-9444853,ELECTRICAL,2017-12-20T00:00:00.000,2500
ELEC16-9419877,ELECTRICAL,2016-07-25T00:00:00.000,1000
ELEC17-9434412,ELECTRICAL,2017-07-10T00:00:00.000,375
ELEC17-9426328,ELECTRICAL,2017-01-25T00:00:00.000,250
ELEC16-9425117,ELECTRICAL,2016-12-08T00:00:00.000,1
ELEC17-9425876,ELECTRICAL,2017-01-05T00:00:00.000,1000
ELEC17-9444593,ELECTRICAL,2017-12-12T00:00:00.000,300
ELEC18-9446947,ELECTRICAL,2018-01-31T00:00:00.000,250
ELEC17-9441392,ELECTRICAL,2017-10-16T00:00:00.000,500
ELEC16-9421705,ELECTRICAL,2016-09-13T00:00:00.000,2000
ELEC16-9422944,ELECTRICAL,2016-10-12T00:00:00.000,1000
ELEC17-9442650,ELECTRICAL,2017-11-15T00:00:00.000,2380
ELEC17-9432565,ELECTRICAL,2017-05-22T00:00:00.000,2000
ELEC17-9435253,ELECTRICAL,2017-07-31T00:00:00.000,1500
ELEC17-9437081,ELECTRICAL,2017-08-18T00:00:00.000,500
ELEC16-9417050,ELECTRICAL,2016-05-06T00:00:00.000,1100
ELEC16-9422309,ELECTRICAL,2016-09-27T00:00:00.000,1000
ELEC17-9434152,ELECTRICAL,2017-07-05T00:00:00.000,1775
ELEC18-9449020,ELECTRICAL,2018-03-28T00:00:00.000,1500
ELEC18-9448210,ELECTRICAL,2018-03-08T00:00:00.000,250
ELEC17-9426360,ELECTRICAL,2017-01-24T00:00:00.000,500
ELEC18-9447798,ELECTRICAL,2018-02-27T00:00:00.000,300
ELEC16-9424362,ELECTRICAL,2016-11-18T00:00:00.000,1
ELEC18-9446175,ELECTRICAL,2018-01-03T00:00:00.000,1
ELEC17-9434213,ELECTRICAL,2017-07-06T00:00:00.000,2800
ELEC17-9435911,ELECTRICAL,2017-08-15T00:00:00.000,600
ELEC17-9443082,ELECTRICAL,2017-11-28T00:00:00.000,1500
ELEC16-9418621,ELECTRICAL,2016-06-20T00:00:00.000,1
ELEC18-9446684,ELECTRICAL,2018-01-25T00:00:00.000,1
ELEC17-9437763,ELECTRICAL,2017-09-06T00:00:00.000,3700
ELEC18-9448352,ELECTRICAL,2018-03-13T00:00:00.000,20000
ELEC16-9420174,ELECTRICAL,2016-08-02T00:00:00.000,900
ELEC18-9449516,ELECTRICAL,2018-04-12T00:00:00.000,1
ELEC17-9438759,ELECTRICAL,2017-09-28T00:00:00.000,1
ELEC17-9444364,ELECTRICAL,2017-12-05T00:00:00.000,300
ELEC16-9418019,ELECTRICAL,2016-06-01T00:00:00.000,2000
ELEC16-9421061,ELECTRICAL,2016-08-25T00:00:00.000,2900
ELEC16-9422251,ELECTRICAL,2016-09-26T00:00:00.000,2000
ELEC18-9445140,ELECTRICAL,2018-01-02T00:00:00.000,350
ELEC16-9420107,ELECTRICAL,2016-08-01T00:00:00.000,39500
ELEC16-9419276,ELECTRICAL,2016-07-07T00:00:00.000,1
ELEC16-9420018,ELECTRICAL,2016-07-28T00:00:00.000,1500
ELEC18-9449474,ELECTRICAL,2018-04-11T00:00:00.000,3400
ELEC18-9448582,ELECTRICAL,2018-03-19T00:00:00.000,2000
ELEC17-9429987,ELECTRICAL,2017-04-11T00:00:00.000,2000
ELEC16-9421173,ELECTRICAL,2016-08-29T00:00:00.000,2300
ELEC17-9441863,ELECTRICAL,2017-10-24T00:00:00.000,1100
ELEC16-9421969,ELECTRICAL,2016-09-19T00:00:00.000,2500
ELEC17-9442120,ELECTRICAL,2017-11-02T00:00:00.000,100
ELEC18-9446453,ELECTRICAL,2018-01-15T00:00:00.000,1500
ELEC17-9444452,ELECTRICAL,2017-12-14T00:00:00.000,300
ELEC18-9450605,ELECTRICAL,2018-05-09T00:00:00.000,500
ELEC16-9423561,ELECTRICAL,2016-10-27T00:00:00.000,400
ELEC17-9441206,ELECTRICAL,2017-10-11T00:00:00.000,200
ELEC18-9447537,ELECTRICAL,2018-02-20T00:00:00.000,1500
ELEC17-9433721,ELECTRICAL,2017-07-06T00:00:00.000,300
ELEC18-9449582,ELECTRICAL,2018-04-15T00:00:00.000,800
ELEC17-9425974,ELECTRICAL,2017-01-10T00:00:00.000,2700
ELEC18-9446836,ELECTRICAL,2018-01-29T00:00:00.000,4500
ELEC18-9448863,ELECTRICAL,2018-03-26T00:00:00.000,1
ELEC17-9437882,ELECTRICAL,2017-09-08T00:00:00.000,10000
ELEC17-9429972,ELECTRICAL,2017-04-11T00:00:00.000,6000
ELEC16-9424802,ELECTRICAL,2016-12-01T00:00:00.000,1
ELEC18-9446914,ELECTRICAL,2018-01-30T00:00:00.000,1090
ELEC17-9427854,ELECTRICAL,2017-03-09T00:00:00.000,9700
ELEC16-9419955,ELECTRICAL,2016-07-26T00:00:00.000,1000
ELEC16-9420691,ELECTRICAL,2016-08-16T00:00:00.000,1600
ELEC16-9419390,ELECTRICAL,2016-07-12T00:00:00.000,1
ELEC16-9418365,ELECTRICAL,2016-06-13T00:00:00.000,1000
ELEC18-9447386,ELECTRICAL,2018-02-13T00:00:00.000,500
ELEC16-9420633,ELECTRICAL,2016-08-15T00:00:00.000,1000
ELEC17-9437254,ELECTRICAL,2017-08-23T00:00:00.000,1
ELEC16-9423873,ELECTRICAL,2016-11-04T00:00:00.000,900
ELEC16-9424139,ELECTRICAL,2016-11-11T00:00:00.000,900
ELEC17-9442743,ELECTRICAL,2017-11-16T00:00:00.000,500
ELEC17-9442276,ELECTRICAL,2017-11-06T00:00:00.000,3150
ELEC17-9426380,ELECTRICAL,2017-01-24T00:00:00.000,1100
ELEC16-9418278,ELECTRICAL,2016-06-08T00:00:00.000,2500
ELEC17-9429512,ELECTRICAL,2017-03-29T00:00:00.000,1000
ELEC16-9417867,ELECTRICAL,2016-05-26T00:00:00.000,1
ELEC18-9449027,ELECTRICAL,2018-03-29T00:00:00.000,1800
ELEC16-9420441,ELECTRICAL,2016-08-10T00:00:00.000,250
ELEC18-9447911,ELECTRICAL,2018-03-05T00:00:00.000,300
ELEC16-9415518,ELECTRICAL,2016-03-29T00:00:00.000,2000
ELEC16-9417695,ELECTRICAL,2016-05-24T00:00:00.000,500
ELEC17-9442951,ELECTRICAL,2017-11-21T00:00:00.000,600
ELEC17-9433467,ELECTRICAL,2017-07-07T00:00:00.000,2000
ELEC17-9432388,ELECTRICAL,2017-05-17T00:00:00.000,250
ELEC17-9434723,ELECTRICAL,2017-07-19T00:00:00.000,1
ELEC16-9419283,ELECTRICAL,2016-07-07T00:00:00.000,1000
ELEC17-9430152,ELECTRICAL,2017-04-17T00:00:00.000,1500
ELEC16-9419025,ELECTRICAL,2016-07-18T00:00:00.000,300
ELEC17-9431706,ELECTRICAL,2017-05-01T00:00:00.000,2000
ELEC17-9427027,ELECTRICAL,2017-02-14T00:00:00.000,2000
ELEC16-9423622,ELECTRICAL,2016-10-28T00:00:00.000,500
ELEC17-9437444,ELECTRICAL,2017-08-28T00:00:00.000,11195
ELEC16-9425415,ELECTRICAL,2016-12-16T00:00:00.000,800
ELEC16-9418095,ELECTRICAL,2016-06-03T00:00:00.000,2700
ELEC18-9449916,ELECTRICAL,2018-04-24T00:00:00.000,2000
ELEC17-9434134,ELECTRICAL,2017-07-03T00:00:00.000,2000
ELEC16-9416059,ELECTRICAL,2016-04-12T00:00:00.000,1
ELEC17-9433591,ELECTRICAL,2017-06-19T00:00:00.000,500
ELEC18-9448976,ELECTRICAL,2018-03-28T00:00:00.000,10000
ELEC17-9442475,ELECTRICAL,2017-11-09T00:00:00.000,2300
ELEC17-9437517,ELECTRICAL,2017-08-29T00:00:00.000,5000
ELEC17-9442830,ELECTRICAL,2017-11-19T00:00:00.000,1400
ELEC16-9418577,ELECTRICAL,2016-06-17T00:00:00.000,1
ELEC17-9432091,ELECTRICAL,2017-05-08T00:00:00.000,50
ELEC17-9440118,ELECTRICAL,2017-10-06T00:00:00.000,1
ELEC17-9434855,ELECTRICAL,2017-07-21T00:00:00.000,700
ELEC16-9417604,ELECTRICAL,2016-05-19T00:00:00.000,2000
ELEC17-9435192,ELECTRICAL,2017-07-31T00:00:00.000,1800
ELEC17-9441956,ELECTRICAL,2017-10-27T00:00:00.000,1
ELEC16-9417387,ELECTRICAL,2016-05-16T00:00:00.000,500
ELEC17-9437502,ELECTRICAL,2017-08-30T00:00:00.000,2600
ELEC16-9422194,ELECTRICAL,2016-09-23T00:00:00.000,4000
ELEC16-9424391,ELECTRICAL,2016-11-18T00:00:00.000,1
ELEC17-9428206,ELECTRICAL,2017-03-21T00:00:00.000,1
ELEC18-9450856,ELECTRICAL,2018-05-15T00:00:00.000,100
ELEC17-9427929,ELECTRICAL,2017-03-13T00:00:00.000,2100
ELEC17-9431955,ELECTRICAL,2017-05-04T00:00:00.000,500
ELEC17-9441728,ELECTRICAL,2017-10-23T00:00:00.000,1800
ELEC17-9429645,ELECTRICAL,2017-04-03T00:00:00.000,1100
9415648,ELECTRICAL,2016-04-01T00:00:00.000,1
ELEC18-9448043,ELECTRICAL,2018-03-05T00:00:00.000,9800
ELEC16-9415552,ELECTRICAL,2016-04-14T00:00:00.000,1
ELEC17-9442499,ELECTRICAL,2017-11-10T00:00:00.000,2000
233937,ELECTRICAL,2017-01-30T00:00:00.000,520
ELEC17-9426500,ELECTRICAL,2017-01-31T00:00:00.000,1000
ELEC16-9416552,ELECTRICAL,2016-04-25T00:00:00.000,4200
ELEC17-9442260,ELECTRICAL,2017-11-03T00:00:00.000,3000
ELEC18-9450235,ELECTRICAL,2018-04-30T00:00:00.000,1500
ELEC17-9438941,ELECTRICAL,2017-10-03T00:00:00.000,250
ELEC17-9442770,ELECTRICAL,2017-11-16T00:00:00.000,1475
ELEC16-9417277,ELECTRICAL,2016-05-11T00:00:00.000,3000
ELEC16-9418942,ELECTRICAL,2016-06-28T00:00:00.000,1
ELEC17-9427398,ELECTRICAL,2017-02-23T00:00:00.000,200
ELEC17-9430203,ELECTRICAL,2017-04-18T00:00:00.000,200000
ELEC16-9415822,ELECTRICAL,2016-04-06T00:00:00.000,2000
ELEC16-9418691,ELECTRICAL,2016-06-21T00:00:00.000,250
ELEC16-9424088,ELECTRICAL,2016-11-10T00:00:00.000,800
ELEC16-9420803,ELECTRICAL,2016-08-17T00:00:00.000,7000
ELEC16-9423098,ELECTRICAL,2016-10-14T00:00:00.000,1000
ELEC17-9441279,ELECTRICAL,2017-10-12T00:00:00.000,1600
ELEC17-9437320,ELECTRICAL,2017-08-24T00:00:00.000,1500
ELEC17-9438058,ELECTRICAL,2017-09-12T00:00:00.000,4000
ELEC16-9415483,ELECTRICAL,2016-03-31T00:00:00.000,200
ELEC17-9427846,ELECTRICAL,2017-03-09T00:00:00.000,200
ELEC16-9416506,ELECTRICAL,2016-04-22T00:00:00.000,1500
ELEC17-9432545,ELECTRICAL,2017-05-22T00:00:00.000,1800
ELEC18-9449724,ELECTRICAL,2018-04-18T00:00:00.000,7500
ELEC17-9434524,ELECTRICAL,2017-07-13T00:00:00.000,2300
ELEC17-9438699,ELECTRICAL,2017-09-27T00:00:00.000,1
233901,ELECTRICAL,2016-04-08T00:00:00.000,1200
ELEC17-9427136,ELECTRICAL,2017-02-16T00:00:00.000,1
ELEC17-9429999,ELECTRICAL,2017-04-11T00:00:00.000,1500
ELEC17-9431806,ELECTRICAL,2017-05-02T00:00:00.000,1045
ELEC17-9441485,ELECTRICAL,2017-10-17T00:00:00.000,1100
ELEC16-9420061,ELECTRICAL,2016-07-29T00:00:00.000,1
ELEC16-9423004,ELECTRICAL,2016-10-13T00:00:00.000,2150
ELEC16-9416042,ELECTRICAL,2016-04-11T00:00:00.000,1000
ELEC16-9419120,ELECTRICAL,2016-07-01T00:00:00.000,1
ELEC17-9441776,ELECTRICAL,2017-10-24T00:00:00.000,2500
ELEC17-9426681,ELECTRICAL,2017-02-02T00:00:00.000,800
ELEC17-9437957,ELECTRICAL,2017-09-09T00:00:00.000,100
ELEC17-9442083,ELECTRICAL,2017-10-31T00:00:00.000,240
ELEC18-9446848,ELECTRICAL,2018-01-29T00:00:00.000,1
ELEC17-9433213,ELECTRICAL,2017-06-09T00:00:00.000,2600
ELEC18-9446898,ELECTRICAL,2018-01-30T00:00:00.000,3000
ELEC16-9415647,ELECTRICAL,2016-03-31T00:00:00.000,1725
ELEC17-9441315,ELECTRICAL,2017-10-12T00:00:00.000,1100
ELEC16-9418718,ELECTRICAL,2016-06-22T00:00:00.000,1
ELEC17-9426829,ELECTRICAL,2017-02-07T00:00:00.000,700
ELEC17-9435444,ELECTRICAL,2017-08-03T00:00:00.000,1000
ELEC17-9434674,ELECTRICAL,2017-10-19T00:00:00.000,1200
ELEC18-9446307,ELECTRICAL,2018-01-09T00:00:00.000,10000
ELEC17-9428135,ELECTRICAL,2017-03-19T00:00:00.000,200
ELEC17-9438399,ELECTRICAL,2017-09-20T00:00:00.000,1
ELEC16-9425110,ELECTRICAL,2016-12-07T00:00:00.000,52000
ELEC17-9427302,ELECTRICAL,2017-02-23T00:00:00.000,1
ELEC17-9435664,ELECTRICAL,2017-08-11T00:00:00.000,750
ELEC16-9423149,ELECTRICAL,2016-10-17T00:00:00.000,300
ELEC17-9433957,ELECTRICAL,2017-06-28T00:00:00.000,2500
ELEC17-9437571,ELECTRICAL,2017-08-30T00:00:00.000,1400
ELEC16-9417178,ELECTRICAL,2016-05-10T00:00:00.000,2450
ELEC17-9438000,ELECTRICAL,2017-09-11T00:00:00.000,1000
ELEC17-9444268,ELECTRICAL,2017-12-01T00:00:00.000,1000
ELEC16-9418458,ELECTRICAL,2016-06-15T00:00:00.000,250
ELEC18-9448426,ELECTRICAL,2018-03-15T00:00:00.000,1
ELEC18-9450818,ELECTRICAL,2018-05-14T00:00:00.000,2000
ELEC17-9429968,ELECTRICAL,2017-04-10T00:00:00.000,1
ELEC17-9430349,ELECTRICAL,2017-04-20T00:00:00.000,2600
ELEC17-9432705,ELECTRICAL,2017-05-26T00:00:00.000,6000
ELEC17-9433771,ELECTRICAL,2017-06-22T00:00:00.000,2000
ELEC17-9427592,ELECTRICAL,2017-03-02T00:00:00.000,58000
ELEC17-9438266,ELECTRICAL,2017-09-18T00:00:00.000,7500
ELEC17-9428000,ELECTRICAL,2017-03-15T00:00:00.000,2500
ELEC17-9437754,ELECTRICAL,2017-09-05T00:00:00.000,50000
ELEC16-9420968,ELECTRICAL,2016-08-23T00:00:00.000,2000
